@relation kddtrain2017_30
@attribute Feature62 real
@attribute Feature67 real
@attribute Feature28 real
@attribute Feature23 real
@attribute Feature81 real
@attribute Feature74 real
@attribute Feature51 real
@attribute Feature22 real
@attribute Feature44 real
@attribute Feature19 real
@attribute Feature53 real
@attribute Feature84 real
@attribute Feature50 real
@attribute Feature25 real
@attribute Feature79 real
@attribute Feature82 real
@attribute Feature99 real
@attribute Feature72 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature60 real
@attribute Feature5 real
@attribute Feature1 real
@attribute Feature65 real
@attribute Feature11 real
@attribute Feature20 real
@attribute Feature87 real
@attribute Feature26 real
@attribute Feature97 real
@attribute Feature95 real
@attribute class {0,1,2}
@data
0.44748,0.46049,0.20864,0.22662,0.15013,0.38196,0.00948,0.07556,0.03535,0.56692,0.00066,0.08054,0.2433,0.68111,0.45633,0.67332,0.67305,0.00079,0.10694,0.38944,0.55831,0.23912,0.35804,0.32753,0.00045,0.50044,0.06291,0.88566,0.88513,0.47808,?
0.19017,0.06231,0.44504,0.31026,0.00083,0.8102,0.33601,0.44286,0.0804,0.29672,0.56614,0.75282,0.34559,0.86706,0.60643,0.53118,0.47307,0.24869,0.23989,0.14294,0.61537,0.30128,0.07151,0.00061,0.88582,0.26529,0.47822,0.04418,0.88554,0.35435,?
0.63371,0.65002,0.4273,0.23506,0.00012,0.43825,0.38109,0.03528,0.41635,0.60607,0.1954,0.0007,0.42596,0.87607,0.61124,0.6379,0.73066,0.31997,0.10259,0.26562,0.61575,0.39451,0.3509,0.43497,0.0718,0.53555,0.2043,0.88513,0.88588,0.46946,?
0.36795,0.14613,0.44955,0.45607,0.45144,0.60627,0.7353,0.54947,0.29201,0.06272,0.76507,0.33698,0.42935,0.87673,0.46575,0.00082,0.29279,0.88526,0.66898,0.02736,0.25772,0.50465,0.34573,0.66457,0.64657,0.33245,0.88527,0.00073,0.46019,0.12458,?
0.00026,0.02203,0.27998,0.56659,0.35482,0.51352,0.00051,0.619,0.04431,0.68188,0.5188,0.26545,0.24894,0.76192,0.67721,0.68125,0.78316,0.15081,0.5227,0.44274,0.73969,0.32356,0.45691,0.46934,0.88599,0.5758,0.69025,0.00038,0.88529,0.49624,?
0.44282,0.3895,0.60477,0.08068,0.2926,0.42941,0.88544,0.43885,0.77919,0.54997,0.58899,0.21273,0.79268,0.64674,0.69955,0.2126,0.72145,0.59385,0.22605,0.00097,0.65569,0.64697,0.15572,0.31068,0.58403,0.26191,0.15976,0.00034,0.5587,0.69909,?
0.53113,0.5134,0.27968,0.10284,0.00037,0.41662,0.17786,0.0583,0.14295,0.56232,0.137,0.15945,0.34197,0.67314,0.58019,0.5491,0.73097,0.15992,0.00088,0.20412,0.68671,0.3327,0.27051,0.33608,0.11544,0.44297,0.00036,0.88572,0.8858,0.50443,?
0.55382,0.38509,0.25222,0.36348,0.42566,0.50491,0.33658,0.50052,0.00048,0.73512,0.52218,0.6116,0.60272,0.39842,0.64235,0.88584,0.62498,0.46906,0.21272,0.7262,0.77431,0.66847,0.40355,0.08003,0.57561,0.48281,0.00032,0.77075,0.6648,0.86748,?
0.0002,0.03151,0.31284,0.6111,0.38104,0.56214,0.00036,0.62881,0.06234,0.78887,0.50056,0.38196,0.23507,0.74359,0.70875,0.69096,0.88599,0.12483,0.55806,0.4877,0.7798,0.29648,0.51853,0.54978,0.87633,0.6193,0.73538,0.00061,0.8854,0.46956,?
0.66851,0.67714,0.45459,0.27429,0.00098,0.4386,0.45154,0.04929,0.46925,0.58466,0.2122,0.00002,0.41292,0.87693,0.61546,0.58408,0.73595,0.32721,0.16832,0.21276,0.61923,0.35032,0.36335,0.51355,0.09701,0.54975,0.33667,0.88579,0.88583,0.37296,?
0.4784,0.49683,0.29629,0.43811,0.29252,0.48741,0.07149,0.14638,0.10684,0.35829,0.00017,0.08813,0.12882,0.88586,0.46089,0.61924,0.34547,0.00002,0.23028,0.70869,0.31493,0.09357,0.36386,0.01894,0.00025,0.31914,0.16867,0.88577,0.59324,0.18625,?
0.00009,0.05364,0.33214,0.55859,0.38941,0.5585,0.00006,0.59317,0.10609,0.81431,0.46936,0.46995,0.20407,0.64695,0.62847,0.74323,0.88549,0.14248,0.51842,0.46919,0.74862,0.27477,0.58088,0.69026,0.7961,0.71709,0.64619,0.00005,0.88522,0.40706,?
0.84154,0.88535,0.73721,0.00071,0.2748,0.58895,0.79683,0.18622,0.88524,0.29607,0.3584,0.37207,0.63399,0.80579,0.61546,0.13332,0.46,0.61913,0.13727,0.00044,0.44262,0.54469,0.03513,0.07169,0.09723,0.10277,0.00001,0.88502,0.46027,0.46985,?
0.05361,0.00009,0.3053,0.61939,0.48763,0.61182,0.10637,0.60293,0.00085,0.87277,0.50487,0.40776,0.23558,0.81417,0.74842,0.85828,0.88556,0.29207,0.46524,0.7966,0.78392,0.32721,0.64629,0.49635,0.71795,0.6771,0.44289,0.00065,0.88578,0.36378,?
0.16826,0.03579,0.42944,0.79621,0.85004,0.85836,0.2658,0.68146,0.00017,0.33624,0.5274,0.88571,0.26137,0.83205,0.64252,0.67378,0.3677,0.5401,0.77921,0.88549,0.59381,0.39855,0.6193,0.35467,0.51355,0.51371,0.70866,0.07167,0.73524,0.2575,?
0.32381,0.08819,0.29965,0.44223,0.43405,0.42009,0.64688,0.53124,0.17713,0.09359,0.75792,0.1861,0.36795,0.65584,0.34545,0.16847,0.33658,0.88542,0.65951,0.00048,0.34591,0.48797,0.27975,0.55873,0.62819,0.36393,0.88569,0.00078,0.65566,0.08878,?
0.15997,0.17393,0.59773,0.18181,0.00069,0.88526,0.28391,0.30582,0.31022,0.36344,0.32713,0.88516,0.42598,0.88593,0.69549,0.5131,0.47822,0.04466,0.0531,0.2575,0.62428,0.30587,0.12873,0.00034,0.61126,0.2576,0.10658,0.03557,0.74349,0.56611,?
0.08416,0.00058,0.36987,0.81979,0.66465,0.73951,0.16845,0.66896,0.00023,0.45647,0.54037,0.77906,0.252,0.69996,0.70404,0.7797,0.5099,0.4079,0.77475,0.75208,0.79613,0.37272,0.6376,0.52277,0.67315,0.65079,0.8854,0.00098,0.88566,0.33628,?
0.27066,0.08435,0.3811,0.6558,0.54966,0.76163,0.37228,0.60606,0.00071,0.24812,0.70421,0.63785,0.39414,0.8852,0.66812,0.4966,0.38587,0.74357,0.71793,0.42588,0.6111,0.58073,0.50426,0.58417,0.66437,0.54001,0.88577,0.16843,0.77057,0.41687,?
0.01307,0.00019,0.27494,0.66817,0.33665,0.54979,0.02776,0.58007,0.00047,0.81972,0.47354,0.38907,0.23037,0.70875,0.70869,0.75231,0.88599,0.12443,0.5756,0.52245,0.79677,0.27987,0.58019,0.63704,0.82364,0.69544,0.81492,0.00059,0.88539,0.43449,?
0.13705,0.00086,0.29022,0.6732,0.69947,0.58078,0.27476,0.65076,0.00026,0.3232,0.5804,0.27421,0.28358,0.88558,0.53105,0.50448,0.46982,0.55826,0.79206,0.46021,0.48722,0.42518,0.56273,0.66424,0.6021,0.58409,0.88545,0.00033,0.79642,0.29232,?
0.38163,0.19944,0.23524,0.62874,0.38155,0.46991,0.36311,0.58431,0.00053,0.26534,0.74377,0.11565,0.44261,0.82314,0.48215,0.53199,0.44207,0.69904,0.63305,0.3726,0.51329,0.61121,0.42562,0.47871,0.78854,0.50461,0.88548,0.39853,0.88525,0.52243,?
0.59375,0.5885,0.35627,0.50009,0.04479,0.42037,0.30148,0.26588,0.29266,0.78304,0.24358,0.00009,0.35447,0.84135,0.64682,0.76109,0.84571,0.00073,0.32353,0.39856,0.66862,0.20498,0.558,0.7173,0.48719,0.73903,0.60257,0.88575,0.88586,0.40758,?
0.47851,0.34528,0.51869,0.44215,0.3634,0.41618,0.88575,0.50489,0.61979,0.21711,0.69965,0.00009,0.60629,0.8326,0.45628,0.06223,0.34145,0.75231,0.6247,0.00034,0.19575,0.54042,0.34581,0.69011,0.64633,0.37648,0.88511,0.07161,0.31094,0.32796,?
0.50042,0.53583,0.82338,0.00094,0.06291,0.76128,0.81416,0.24851,0.88551,0.41275,0.43823,0.79692,0.85094,0.72651,0.38155,0.43423,0.61169,0.44263,0.03132,0.00012,0.43496,0.66464,0.27492,0.54991,0.43442,0.49121,0.00047,0.18658,0.83241,0.88521,?
0.53597,0.65964,0.75281,0.35888,0.053,0.61969,0.63797,0.46958,0.88592,0.13769,0.61193,0.43437,0.69918,0.8057,0.46527,0.2741,0.28865,0.3367,0.38569,0.00025,0.35094,0.54926,0.08023,0.15943,0.88577,0.21758,0.71768,0.43409,0.57564,0.76147,?
0.60676,0.71798,0.62499,0.36755,0.00025,0.69951,0.32713,0.00091,0.54911,0.46905,0.03548,0.74336,0.37622,0.65547,0.65502,0.65521,0.58413,0.07158,0.21755,0.30185,0.77043,0.24842,0.40768,0.51383,0.00032,0.58405,0.43436,0.88558,0.88599,0.4253,?
0.85471,0.88552,0.74835,0.21218,0.00069,0.61187,0.82345,0.06612,0.88572,0.63716,0.25702,0.39818,0.52798,0.82324,0.41204,0.61122,0.59725,0.38109,0.08438,0.25747,0.26515,0.30531,0.52266,0.78851,0.13368,0.69968,0.16823,0.88568,0.53154,0.23057,?
0.55813,0.47309,0.61318,0.25713,0.3721,0.50943,0.8854,0.62842,0.71748,0.25774,0.75773,0.39824,0.8148,0.61957,0.65094,0.0007,0.41222,0.62814,0.39838,0.08868,0.49633,0.68685,0.04447,0.00086,0.88526,0.00041,0.42594,0.23046,0.31074,0.74388,?
0.27972,0.24882,0.58017,0.24818,0.00013,0.88557,0.33675,0.42084,0.27473,0.35096,0.45653,0.88581,0.58405,0.88529,0.6559,0.56645,0.49118,0.07146,0.11154,0.27425,0.63717,0.45165,0.13749,0.00022,0.84105,0.28366,0.22111,0.22108,0.85054,0.83248,?
0.20482,0.34184,0.50757,0.39445,0.42504,0.5445,0.19502,0.30155,0.46938,0.79252,0.08898,0.20446,0.44763,0.88593,0.64668,0.69918,0.69515,0.00095,0.21249,0.78843,0.45603,0.35035,0.61162,0.43433,0.17749,0.56623,0.00056,0.2124,0.50487,0.69991,?
0.0408,0.06254,0.20434,0.48711,0.36351,0.36319,0.00052,0.62489,0.04448,0.66472,0.53192,0.00076,0.28364,0.72683,0.5318,0.69947,0.75757,0.17792,0.44256,0.45162,0.6113,0.37204,0.40326,0.35461,0.88513,0.52706,0.52271,0.08048,0.88548,0.56685,?
0.03113,0.15988,0.18169,0.71247,0.54056,0.10605,0.00056,0.71292,0.25725,0.72604,0.54427,0.00013,0.19094,0.21222,0.2968,0.88539,0.54492,0.20436,0.56605,0.8329,0.45131,0.29263,0.49672,0.15957,0.88555,0.52215,0.59314,0.0627,0.52234,0.38138,?
0.59752,0.61521,0.37298,0.18651,0.00053,0.39819,0.31077,0.09335,0.34514,0.43448,0.23566,0.00041,0.42059,0.79629,0.49617,0.52238,0.61587,0.28301,0.13736,0.09781,0.54024,0.40759,0.21247,0.32791,0.18676,0.42545,0.27492,0.88503,0.88537,0.53131,?
0.44206,0.27459,0.46503,0.50088,0.5133,0.38112,0.88518,0.53573,0.54915,0.18673,0.6994,0.15013,0.49187,0.61153,0.30501,0.00083,0.30535,0.8414,0.69982,0.11534,0.11936,0.46981,0.46527,0.81482,0.55801,0.40727,0.88523,0.00074,0.23926,0.09782,?
0.00032,0.08449,0.36327,0.69543,0.3108,0.55811,0.00049,0.49172,0.16883,0.80594,0.38134,0.33684,0.14682,0.77907,0.74363,0.72651,0.88547,0.08863,0.5939,0.51304,0.7961,0.19073,0.58869,0.66452,0.67335,0.69562,0.87661,0.00005,0.88534,0.2924,?
0.42947,0.32363,0.31432,0.50405,0.36359,0.62841,0.21245,0.6246,0.00094,0.23542,0.65508,0.37283,0.46938,0.88518,0.54934,0.46998,0.33628,0.42586,0.53109,0.31045,0.4421,0.57519,0.23998,0.16873,0.88505,0.31943,0.6995,0.64691,0.67335,0.7263,?
0.38572,0.50403,0.36169,0.69928,0.31087,0.32345,0.15914,0.46084,0.39861,0.88533,0.30521,0.21233,0.08029,0.43498,0.65034,0.88571,0.75256,0.00009,0.52723,0.65592,0.74307,0.00041,0.54486,0.43495,0.61162,0.6597,0.74335,0.61136,0.61983,0.00052,?
0.00081,0.02732,0.25043,0.50911,0.3541,0.44765,0.00069,0.61996,0.05374,0.79209,0.54421,0.15013,0.26532,0.74342,0.65528,0.72624,0.87259,0.20435,0.44221,0.48798,0.72632,0.36758,0.5357,0.58404,0.88525,0.65558,0.53103,0.00032,0.88583,0.53113,?
0.11958,0.03159,0.4738,0.31445,0.00018,0.88581,0.23963,0.40336,0.06274,0.36716,0.51313,0.88516,0.33287,0.88515,0.70435,0.4603,0.50418,0.22179,0.23018,0.16879,0.62864,0.32348,0.17345,0.17782,0.80526,0.31988,0.46049,0.00073,0.7354,0.42504,?
0.44254,0.36738,0.63912,0.06296,0.31005,0.54431,0.88519,0.44796,0.73507,0.46988,0.59388,0.4871,0.83685,0.60246,0.61526,0.05327,0.61968,0.60235,0.2173,0.00064,0.49105,0.69546,0.02262,0.04458,0.58461,0.04983,0.12458,0.00037,0.35419,0.78834,?
0.6194,0.64677,0.40058,0.05866,0.11504,0.39449,0.3547,0.15524,0.4074,0.38157,0.2392,0.00084,0.44282,0.78893,0.50948,0.45192,0.597,0.28305,0.11584,0.00007,0.55893,0.40754,0.14259,0.28312,0.1956,0.36738,0.11522,0.88514,0.885,0.53126,?
0.44225,0.46978,0.19009,0.36755,0.33686,0.32787,0.0002,0.25759,0.05308,0.6689,0.12439,0.00066,0.26118,0.65574,0.38982,0.86768,0.67721,0.07166,0.24855,0.57517,0.50472,0.29615,0.47869,0.38133,0.17762,0.62409,0.15994,0.8851,0.88542,0.52222,?
0.37287,0.18622,0.38564,0.67775,0.54929,0.77096,0.37234,0.59746,0.00058,0.21713,0.69531,0.6552,0.43485,0.88535,0.61159,0.43448,0.35085,0.74306,0.71714,0.469,0.51844,0.61945,0.46971,0.4698,0.64638,0.45122,0.88574,0.37287,0.69974,0.49694,?
0.2611,0.23001,0.52219,0.27408,0.00919,0.8589,0.24871,0.43484,0.18656,0.37688,0.42967,0.88597,0.52784,0.83225,0.6734,0.61976,0.50909,0.00097,0.1285,0.30158,0.69949,0.40312,0.15024,0.00001,0.85853,0.31076,0.24847,0.27415,0.88579,0.80581,?
0.04483,0.00039,0.27778,0.5669,0.44281,0.55382,0.08803,0.56243,0,0.84591,0.45628,0.38146,0.22651,0.7267,0.62822,0.80565,0.8853,0.2304,0.48786,0.60218,0.70824,0.29666,0.62877,0.65516,0.68103,0.73071,0.53155,0.00043,0.88595,0.36375,?
0.82713,0.88506,0.70453,0.02766,0.34586,0.52291,0.77008,0.22628,0.88507,0.22637,0.38541,0.29237,0.63362,0.75269,0.48729,0.12485,0.38504,0.66468,0.19941,0.00023,0.33222,0.58069,0.00097,0.00039,0.10641,0.06265,0.05348,0.8854,0.44201,0.49665,?
0.0043,0.00011,0.28596,0.60641,0.48715,0.57109,0.00905,0.68648,0.00069,0.62497,0.55819,0.31964,0.2833,0.82385,0.84569,0.86706,0.63345,0.23093,0.53175,0.63777,0.87627,0.39484,0.35434,0.0719,0.88582,0.46949,0.57538,0,0.88508,0.55842,?
0.53126,0.44268,0.24894,0.33262,0.20447,0.49636,0.17721,0.48221,0.00097,0.26526,0.53163,0.10631,0.47823,0.88545,0.47399,0.53144,0.35481,0.30186,0.26107,0.34531,0.38552,0.54025,0.18619,0.02779,0.7618,0.27922,0.31996,0.88531,0.70887,0.77954,?
0.46506,0.4871,0.34167,0.54985,0.31961,0.40746,0.23002,0.31924,0.2748,0.8851,0.15992,0.00026,0.24332,0.81462,0.62864,0.88559,0.86796,0.00038,0.39843,0.61921,0.64637,0.12848,0.65993,0.69936,0.31979,0.79244,0.47819,0.69999,0.85006,0.25726,?
0.13323,0.07549,0.49195,0.177,0.0001,0.88501,0.21284,0.30145,0.0971,0.35016,0.30133,0.88567,0.38114,0.88505,0.69077,0.50482,0.46573,0.00003,0.04959,0.25717,0.6154,0.2749,0.12859,0.00066,0.60232,0.25225,0.09754,0.05386,0.7356,0.54933,?
0.08433,0.00089,0.25931,0.6199,0.53185,0.51811,0.16891,0.44756,0.00071,0.88503,0.35839,0.31936,0.17397,0.71795,0.66485,0.88509,0.8419,0.35436,0.53112,0.70834,0.70412,0.26582,0.70873,0.70877,0.36369,0.79693,0.53154,0.00016,0.79632,0.17793,?
0.62876,0.62499,0.71259,0.36394,0.097,0.54938,0.88572,0.49166,0.87641,0.10632,0.69927,0.24881,0.7831,0.85029,0.42566,0.10634,0.32795,0.51343,0.41234,0.00079,0.27454,0.59781,0.20861,0.41665,0.88577,0.26198,0.72691,0.37236,0.54913,0.68151,?
0.32742,0.23005,0.23053,0.7351,0.67311,0.46091,0.19539,0.54437,0.00066,0.73036,0.42512,0.08869,0.25702,0.83205,0.41672,0.88518,0.72194,0.43434,0.62848,0.88579,0.43425,0.37637,0.88548,0.88597,0.41613,0.88513,0.5841,0.46028,0.867,0.31921,?
0.45196,0.44287,0.25085,0.39801,0.27402,0.50063,0.01858,0.13729,0.00029,0.78885,0.04093,0.28355,0.2268,0.71735,0.66896,0.73594,0.8631,0.08093,0.29219,0.4872,0.75214,0.25773,0.54976,0.61167,0.00099,0.67302,0.31078,0.88511,0.88542,0.43403,?
0.58061,0.58835,0.32516,0.29623,0.00028,0.35829,0.27483,0.00038,0.29212,0.7391,0.04995,0.08821,0.27035,0.62866,0.56695,0.67331,0.84565,0.09709,0.13337,0.32764,0.69525,0.1819,0.45128,0.57579,0.00084,0.62415,0.26579,0.88507,0.88551,0.26588,?
0.09725,0.03514,0.47324,0.29625,0.00008,0.87619,0.19529,0.44269,0.071,0.31407,0.52274,0.86771,0.31487,0.88543,0.69097,0.4257,0.45674,0.15941,0.25715,0.08069,0.60294,0.29635,0.08468,0.08889,0.88519,0.25707,0.51336,0.00078,0.70887,0.43453,?
